ComplexID,ComplexName,Subunits_UniProt_IDs
Complex_513,ITGA6-ITGB4-CD151 complex_2320,CD151:ITGA6:ITGB4
Complex_514,ITGA6-ITGB4-CD9 complex_2770,CD9:ITGA6:ITGB4
Complex_515,ITGA6-ITGB4-FYN complex_2321#ITGA6-ITGB4-LAMA5 complex_2322#ITGA6-ITGB4 complex_2323#ITGA6-ITGB4-Igf1-Igf1r complex_7029,ITGA6:ITGB4
Complex_516,ITGA6-ITGB4-SHC1-GRB2 complex_3096,GRB2
Complex_517,ITGA7-ITGB1-CD151 complex_2395,CD151:ITGB1
Complex_518,ITGA9-ITGB1-ADAM9 complex_2440,ADAM9:ITGB1
Complex_519,ITGAV-ITGB1 complex_2436#ITGAV-ITGB1-SPP1 complex_2885,ITGAV:ITGB1
Complex_520,ITGAV-ITGB3-CD47-FCER2 complex_2355#ITGB3-ITGAV-CD47 complex_2356,CD47:ITGAV
Complex_521,ITGAV-ITGB3-EGFR complex_2369,EGFR:ITGAV
Complex_522,ITGAV-ITGB3-LAMA4 complex_2374,ITGAV:LAMA4
Complex_523,ITGAV-ITGB3-PXN-PTK2b complex_2363,ITGAV:PXN
Complex_524,ITGAV-ITGB3-PXN-PTK2b complex_2363,ITGAV
Complex_525,ITGAV-ITGB3-SLC3A2 complex_3103,ITGAV:SLC3A2
Complex_526,ITGAV-ITGB5-ADAM9 complex_2346,ADAM9:ITGAV:ITGB5
Complex_527,ITGAV-ITGB5-PLAUR complex_2343#ITGAV-ITGB5-ICAM4 complex_2345#ITGAV-ITGB5-SPP1 complex_2347#ITGAV-ITGB5-CYR61 complex_2348#ITGAV-ITGB5 complex_2350#ITGB5-ITGAV-VTN complex_3117,ITGAV:ITGB5
Complex_528,ITGB1-RACK1 complex_7012,ITGB1:RACK1
Complex_529,Ikaros complex_582,CHD4:HDAC1:HDAC2:RBBP4:SMARCA4:SMARCC1
Complex_530,Ikaros complex_582,CHD4:HDAC1:HDAC2:RBBP4:SMARCA4:SMARCC1:SMARCD1:SMARCD2
Complex_531,Immunoproteasome_39,PSMA1:PSMA2:PSMA3:PSMA4:PSMA5:PSMA6:PSMA7:PSMB1:PSMB2:PSMB3:PSMB4:PSMB8:PSMB9
Complex_532,Inner medullary AKAP-signaling complex_515,AKAP2:PPP3CA:PRKAR2A
Complex_533,Interferon-stimulated gene factor 3 transcription complex ISGF3_60,STAT1:STAT2
Complex_534,Intraflagellar transport complex B_6172#Intraflagellar transport complex B core complex_6173,HSPB11:IFT22:IFT27
Complex_535,Iqgap1-Actb-Vim complex_5250,IQGAP1:VIM
Complex_536,Iqgap1-Cdc42-Ctnnb1-Cdh2 complex_5248,CDC42:CDH2:CTNNB1:IQGAP1
Complex_537,Irs1-Grb2-Ptpn1 complex_1222,GRB2:PTPN1
Complex_538,"Isocitrate dehydrogenase [NAD], mitochondrial_6949",IDH3A:IDH3B:IDH3G
Complex_539,Itch-Usp9x complex_782#ITCH-USP9X complex_783,ITCH:USP9X
Complex_540,Itga3-Itgb1-Tgm2 complex_2402,ITGA3:ITGB1:TGM2
Complex_541,Itga7-Itgb11-Ptk2 complex_3106,ITGB1:PTK2
Complex_542,Itgav-Itgb3-Tgm2 complex_3095,ITGAV:TGM2
Complex_543,Itgb1-Rap1a-Prkd1 complex_2415#ITGB1-RAP1A-PKD1 complex_2416,ITGB1:RAP1A
Complex_544,"K(ATP) macromolecular complex (Kir6.2, Pkm2, Gapdh, Tpi1)_779",GAPDH:PKM:TPI1
Complex_545,KAT2A-Oxoglutarate dehydrogenase complex_7267,DLD:DLST:OGDH
Complex_546,KATNA1-KATNAL1-KATNB1-KATNBL1 complex_7366,KATNA1:KATNAL1:KATNB1
Complex_547,KCNQ1 macromolecular complex_520#RyR2 macromolecular complex_630,PPP1CA:PRKACA:PRKAR2A
Complex_548,KCTD12-GNB1-GNG2 complex_6391,GNB1:KCTD12
Complex_549,KEOPS complex_7555,OSGEP:TP53RK:TPRKB
Complex_550,KEOPS complex_7555,LAGE3:OSGEP:TP53RK:TPRKB
Complex_551,KIF3A/B-PAR-3-aPKC-PAR-6 complex_905,KIF3A:KIF3B:PRKCI
Complex_552,KIN17-PCNA-RPA70 complex_997,PCNA:RPA1
Complex_553,KLC2-nKHC-uKHC kinesin complex_2586,KIF5B:KLC2
Complex_554,KMT2E-OGT-USP7 complex_7540,OGT:USP7
Complex_555,KNTC1-ZW10-ZWILCH complex_7541,KNTC1:ZW10:ZWILCH
Complex_556,KNTC1-ZW10-ZWILCH complex_7541,KNTC1:ZW10
Complex_557,KPNA2-KPNB1 complex_6142,KPNA2:KPNB1
Complex_558,KPNB1-RAN complex_6143,KPNB1:RAN
Complex_559,Kaiso-NCOR complex_2183,KDM4A:KIF11:TBL1XR1:TRIM33
Complex_560,Kaiso-NCOR complex_2183,HDAC3:KIF11:NCOR1:TBL1XR1:TRIM33
Complex_561,Karyopherin complex_661,KPNA1:KPNB1
Complex_562,Kif13a-AP1 complex_952,AP1B1:AP1G1:AP1M1:KIF13A
Complex_563,Kif15-Myh10 complex_7231,KIF15:MYH10
Complex_564,Kif3-cadherin-catenin complex_5271,CDH2:CTNNB1:CTNND1
Complex_565,Kif3a-Pard3-Prkci complex_901,KIF3A:PRKCI
Complex_566,Kinase maturation complex 1_5199,CDC37:HSP90AA1:HSP90AB1:HSPA4:MARK2:PFDN2:YWHAB:YWHAE:YWHAG:YWHAH:YWHAQ:YWHAZ
Complex_567,Kinase maturation complex 2_5212,CDC37:HSP90AA1:HSP90AB1
Complex_568,Kinase maturation complex 2_5212,CDC37:HSP90AA1:HSP90AB1:TBK1:TRAF2
Complex_569,Kinesin II complex (Kif3a-Kif3b-Kifap3)_6593,KIF3A:KIF3B:KIFAP3
Complex_570,"Ksr1 complex (Ksr1, Mek, 14-3-3), unstimulated_5886",MAP2K1:YWHAZ
Complex_571,"Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated_5909",MAP2K1:MAPK1:YWHAZ
Complex_572,"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated_5936",CSNK2A1:CSNK2A2:YWHAZ
Complex_573,"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated_5936",CSNK2A1:CSNK2A2:CSNK2B:YWHAZ
Complex_574,"Ksr1-Mek-Braf-Erk complex, EGF induced_5947",MAP2K1:MAPK3
Complex_575,Ku antigen complex_328#TRF2-Ku complex_1220#Ku antigen-YY1-alphaMyHC promoter complex_2918#XRCC6-XRCC5-WRN complex_4082#WRN-Ku70-Ku80-PARP1 complex_5235#Ku-ORC complex_5251#DEAF1- complex_6310,XRCC5:XRCC6
Complex_576,Ku antigen-NARG1 complex_95,NAA15:XRCC5:XRCC6
Complex_577,L1cam-Itga5 complex_6511,ITGA5:L1CAM
Complex_578,LAP1-TOR1A complex_7482,TOR1A:TOR1AIP1
Complex_579,LARP1-PABPC1-RYDEN complex_7563,LARP1:PABPC1
Complex_580,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated_2529",CBL:PIK3R1
Complex_581,"LAT-PLC-gamma-1-p85-GRB2-SOS signaling complex, C305 activated_2922",GRB2
Complex_582,LATS1-HTRA2-BIRC4 complex_5317,HTRA2:XIAP
Complex_583,LGR4-RSPO supercomplex_7557,DIAPH1:IQGAP1:MAP2K2:PTK2:PXN:WASL
Complex_584,LGR4-RSPO supercomplex_7557,DIAPH1:IQGAP1:PTK2:PXN:WASL
Complex_585,LLGL1-PAR-6B-PRKCI complex_959#mPar6c-Mlgl-aPKC complex_965,LLGL1:PRKCI
Complex_586,LMO4-BRCA1-CTIP-LDB1 complex_2214,LDB1:LMO4
Complex_587,LMO4-gp130 complex_5564,LMO4:PTPN11
Complex_588,LMO4-gp130 complex_5564,IL6ST:PTPN11
Complex_589,LRP-1-Alpha-2-M-annexin VI complex_2710,ANXA6
Complex_590,LRP-1-Alpha-2-M-annexin VI complex_2710,A2M:LRP1
Complex_591,LSD1 complex_626,CTBP1:HDAC1:HMG20B:KDM1A:RCOR1:ZMYM2
Complex_592,LSD1 complex_626,CTBP1:HDAC1:KDM1A
Complex_593,LSm1-7 complex_561,LSM1:LSM2:LSM4:LSM6
Complex_594,LSm1-7 complex_561,LSM2:LSM3:LSM4:LSM6
Complex_595,LSm2-8 complex_562,LSM2:LSM4:LSM6:LSM8
Complex_596,LSm2-8 complex_562,LSM2:LSM3:LSM4:LSM6:LSM8
Complex_597,LUBAC complex_6178,RBCK1:RNF31
Complex_598,LysRS-Hint-Mitf complex_692,HINT1:KARS
Complex_599,MAPK1-PTK2-PXN complex_6925,MAPK1:PTK2
Complex_600,MASH1 promoter-coactivator complex_3137,HIST1H4A:NONO:POLR2A
Complex_601,MASH1 promoter-coactivator complex_3137,CREBBP:HIST1H4A:NONO:POLR2A
Complex_602,MCM complex_387,MCM2:MCM3:MCM4:MCM5:MCM6:MCM7
Complex_603,MCM2-MCM4-MCM6-MCM7 complex_2792,MCM2:MCM4:MCM6:MCM7
Complex_604,MCM4-MCM6-MCM7 complex_2791,MCM4:MCM6:MCM7
Complex_605,MED15-WWTR1 complex_6647,MED15:WWTR1
Complex_606,MEP50-PRMT5-ICLN complex_2838,CLNS1A:PRMT5:WDR77
Complex_607,MICALL1-RAB13 complex_7333,MICALL1:RAB13
Complex_608,MICALL1-RAB13 complex_7333,MICALL1
Complex_609,MITRAC12-SURF1-COX1 complex_6405,COA3:SURF1
Complex_610,MLL-HCF complex_1256,ASH2L:HCFC1:WDR5
Complex_611,MLL2 complex_6460#MLL1 complex_6462,ASH2L:HCFC1:OGT:WDR5
Complex_612,MLL2 complex_6460#MLL1 complex_6462,ASH2L:DPY30:HCFC1:OGT:WDR5
Complex_613,MMP-9-TIMP-1-LRP complex_2709,LRP1:TIMP1
Complex_614,MMXD complex_6895,CIAO1:ERCC2:MMS19:SLC25A5
Complex_615,MNK1-eIF4F complex_5253,EIF4A1:EIF4E:MKNK1
Complex_616,MNK1-eIF4F complex_5253,EIF4A1:EIF4E
Complex_617,MRG15-PAM14-RB complex_723,MRFAP1
Complex_618,MRG15-PAM14-RB complex_723,MRFAP1:RB1
Complex_619,MRN complex (MRE11-RAD50-NBN complex)_173#MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)_627#BRCA1-RAD50-MRE11-NBS1 complex_964#MDC1-MRE11-RAD50-NBS1 complex_2218#BRCA1-BARD1-BACH1-DNA damage complex II_2815,NBN:RAD50
Complex_620,MSH2-MSH6-PMS1-MLH1 complex_370#MSH2-MSH6 complex_374#GCN5-TRRAP histone acetyltransferase complex_438#MSH2/6-BLM-p53-RAD51 complex_2224#MutS-alpha-PK-zeta complex_2226,MSH2:MSH6
Complex_621,MSH2-MSH6-PMS2-MLH1 complex_369,MLH1:MSH2:MSH6:PMS2
Complex_622,MTA1 complex_886,HDAC1:HDAC2:MBD3:MTA1:RBBP4:RBBP7
Complex_623,MTA1-HDAC core complex_889,HDAC1:HDAC2:MTA1:RBBP4:RBBP7
Complex_624,MTA2 complex_888,CHD4:HDAC1:HDAC2:MBD3:MTA2:RBBP4:RBBP7:SIN3A
Complex_625,MeCP1 complex_62,CHD4:HDAC1:HDAC2:MBD2:MBD3:MTA2:RBBP4:RBBP7
Complex_626,MeCP1 complex_659,CHD4:GATAD2B:HDAC1:HDAC2:MBD2:MBD3:MTA2:RBBP4:RBBP7
Complex_627,Mediator complex_230,MED12:MED15:MED20:MED24
Complex_628,Mediator complex_230,MED1:MED12:MED15:MED17:MED20:MED24:MED4
Complex_629,Mediator complex_537,BRD4:MED20
Complex_630,Mediator complex_537,BRD4:MED17:MED20:MED4
Complex_631,Mediator complex_5450,MED15:MED20:MED24:OPA1
Complex_632,Mediator complex_5450,MED1:MED15:MED17:MED20:MED24:MED4:OPA1
Complex_633,"Membrane protein complex (VCP, UFD1L, SEC61B)_5685",SEC61B:VCP
Complex_634,Menin-associated histone methyltransferase complex_1254,ASH2L:POLR2B:WDR5
Complex_635,Menin-associated histone methyltransferase complex_1254,ASH2L:DPY30:POLR2B:WDR5
Complex_636,Merlin-ERM-moesin-CD44 complex_6632,CD44:EZR:MSN
Complex_637,Metallothionein-3 complex_676,CKB:DPYSL2:HSP90AB1
Complex_638,Methionine adenosyltransferase alpha2 beta-v1_7191,MAT2A:MAT2B
Complex_639,Mi-2/NuRD-MTA3 complex_41,HDAC1:MBD3:MTA2:MTA3
Complex_640,Mi2/NuRD complex_61,CHD4:HDAC1:HDAC2:MBD3:MTA2:RBBP4:RBBP7
Complex_641,Mi2/NuRD-BCL6-MTA3 complex_585,CHD4:HDAC1:MBD3:MTA3
Complex_642,Mitotic checkpoint complex (MCC)_190,BUB1B:BUB3:MAD2L1
Complex_643,Mitotic checkpoint complex (MCC)_190,BUB1B:BUB3:CDC20:MAD2L1
Complex_644,Modulator_28,PSMC3:PSMC6:PSMD9
Complex_645,Mss4-Itga3 complex_1135,ITGA3:RABIF
Complex_646,Mss4-Itga3 complex_1135,ITGA3
Complex_647,Mt3-Hsp84-Ck complex_677,CKB:HSP90AB1
Complex_648,"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)_5737",MAP2K4:MAP2K7:UBE2N
Complex_649,"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)_5742#Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)_5743#Cytosolic multicomponent signaling complex, anti-CD40 stimulated, (Ikbkg, Map3k1, Traf2, Ube2n)_5744",IKBKG:TRAF2
Complex_650,Multiprotein complex (mRNA turnover)_1307,CSDE1:PABPC1:PAIP1:SYNCRIP
Complex_651,Multiprotein complex (mRNA turnover)_1307,CSDE1:HNRNPD:PABPC1:PAIP1:SYNCRIP
Complex_652,Multiprotein trafficking complex_65#CASK-LIN7C-APBA1 complex_617#CASK-Caskin1-Velis complex_2916,CASK:LIN7C
Complex_653,MutS-alpha-histone H4 complex_2225,HIST1H4A:MSH2:MSH6
Complex_654,NCKAP1-WASF3-RAC1 complex_7562,NCKAP1:RAC1
Complex_655,NCOR-SIN3-RPD3 complex_745#NCOR-SIN3-HDAC1 complex_747#NCOR2 complex_1505#NCOR-SIN3-HDAC-HESX1 complex_3167#HERP1/HEY2-NCOR-SIN3A complex_3263,NCOR2:SIN3A
Complex_656,NCOR1 complex_1413,SF3A1:SF3B3:SMARCA4:SMARCB1:SMARCC1:SMARCC2:TRIM28
Complex_657,NCOR1 complex_1413,HDAC3:NCOR1:SF3A1:SF3B3:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SRCAP:TRIM28
Complex_658,NDPKA-AMPKalpha1 complex_771,NME1:PRKAA1
Complex_659,NEDD4-PI4K2A complex_6690,NEDD4
Complex_660,NELF complex (Negative elongation factor complex)_2598,NELFCD:NELFE
Complex_661,NELF complex (Negative elongation factor complex)_2598,NELFA:NELFB:NELFCD:NELFE
Complex_662,NFKB1-STAT3 complex_7316,NFKB1:STAT3
Complex_663,NG2-galectin-3-alpha3beta1-integrin complex_6951,CSPG4:ITGA3:ITGB1
Complex_664,NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex_3149,HDAC1:RBBP4:SIN3A
Complex_665,NRD complex (Nucleosome remodeling and deacetylation complex)_614,CHD4:HDAC1:HDAC2:KDM1A:MTA1:RBBP4
Complex_666,NRD complex (Nucleosome remodeling and deacetylation complex)_614,CHD3:CHD4:HDAC1:HDAC2:KDM1A:MTA1:RBBP4
Complex_667,NSL complex_7221,HCFC1:OGT:WDR5
Complex_668,NUMAC complex (nucleosomal methylation activator complex)_86,CARM1:SCYL1
Complex_669,NUMAC complex (nucleosomal methylation activator complex)_86,ARID1A:CARM1:SCYL1:SMARCA4:SMARCB1:SMARCC1:SMARCC2:SMARCD1:SMARCE1
Complex_670,Na(+)/K(+) ATPase_3134,ATP1A1:ATP1B1
Complex_671,Ncam-Fgfr4 signaling complex_6480,CDH2:CTTN
Complex_672,Ncam-Fgfr4 signaling complex_6480,CDH2:CTTN:PLCG1
Complex_673,"Nephrin-cadherin complex (Nphs1, Cask, Cd2ap)_2561",CASK:CD2AP
Complex_674,Nfatc2ip-Prmt1 complex_1730,NFATC2IP:PRMT1
Complex_675,Ngly1-Vcp-Ubxn1 complex_6869,NGLY1:UBXN1:VCP
Complex_676,Nogo-potassium channel complex_1787,CNTNAP1:RTN4
Complex_677,Nsf-Stx1a-NAPG complex_5152,NAPG:NSF
Complex_678,Nsf-Stx1a-Napa complex_5151,NAPA:NSF
Complex_679,NuRD.1 complex_587,CHD4:HDAC1:HDAC2:MBD3:MTA1:MTA3:RBBP4:RBBP7
Complex_680,Nucleic acid channel complex_84,MDH1
Complex_681,OTUB1-UBC13-MMS2 complex_7051,OTUB1:UBE2N:UBE2V2
Complex_682,P-TEFb-7SKRNA-HEXIM1 complex_2602,CCNT1:CDK9:HEXIM1
Complex_683,P-TEFb-7SKRNA-HEXIM1 complex_2602,CDK9:HEXIM1
Complex_684,P-TEFb-BRD4-TRAP220 complex_2601#BRD4-P-TEFb complex_2875#BRD4-P-TEFb complex_2877,BRD4:CCNT1:CDK9
Complex_685,P-TEFb-SKP2 complex_2604,CCNT1:CDK9:SKP2
Complex_686,P-TEFb-SKP2 complex_2604,CDK9:SKP2
Complex_687,P-TEFb.1 complex_1079#CCNT1- CDK9-GRN complex_2605#AFF4 super elongation complex (SEC)_6084,CCNT1:CDK9
Complex_688,P2X7 receptor signalling complex_725,ACTN4:HSP90AB1:HSPA8
Complex_689,P2X7 receptor signalling complex_725,ACTN4:HSP90AB1:HSPA8:PI4KA
Complex_690,PA28 complex_30,PSME1:PSME2
Complex_691,PA28-20S proteasome_192,PSMA1:PSMA2:PSMA3:PSMA4:PSMA5:PSMA6:PSMA7:PSMB1:PSMB2:PSMB3:PSMB4:PSMB5:PSMB6:PSMB7:PSME1:PSME2
Complex_692,PA28gamma-20S proteasome_194,PSMA1:PSMA2:PSMA3:PSMA4:PSMA5:PSMA6:PSMA7:PSMB1:PSMB2:PSMB3:PSMB4:PSMB5:PSMB6:PSMB7:PSME3
Complex_693,PA700 complex_32,PSMC1:PSMC2:PSMC3:PSMC4:PSMC5:PSMC6:PSMD1:PSMD10:PSMD11:PSMD12:PSMD13:PSMD14:PSMD2:PSMD3:PSMD4:PSMD5:PSMD6:PSMD7:PSMD8:PSMD9
Complex_694,PA700-20S-PA28 complex_193,PSMA1:PSMA2:PSMA3:PSMA4:PSMA5:PSMA6:PSMA7:PSMB1:PSMB2:PSMB3:PSMB4:PSMB5:PSMB6:PSMB7:PSMC1:PSMC2:PSMC3:PSMC4:PSMC5:PSMC6:PSMD1:PSMD10:PSMD11:PSMD12:PSMD13:PSMD14:PSMD2:PSMD3:PSMD4:PSMD5:PSMD6:PSMD7:PSMD8:PSMD9:PSME1:PSME2
Complex_695,PAC1-PAC2 complex_3034,PSMG1:PSMG2
Complex_696,PAC3-PAC4 complex_3033,PSMG3:PSMG4
Complex_697,PAFAH1B1-PAFAH1B2-PAFAH1B3 complex_7347,PAFAH1B1:PAFAH1B2:PAFAH1B3
Complex_698,PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex_914#MPP5-PARD3-PRKCI-YWHAZ complex_916,PRKCI:YWHAZ
Complex_699,PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex_883,CDC42:PRKCI:RAC1
Complex_700,PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex_883,CDC42:RAC1
Complex_701,PARK2-EPS15-EGFR complex_6036,EGFR:EPS15
Complex_702,"PBAF complex (Polybromo- and BAF containing complex)_149#BAF complex_189#SWI-SNF chromatin remodeling-related-BRCA1 complex_238#PBAF complex (Polybromo- and BAF containing complex)_556#BAF complex_1237#EBAFb complex_1239#EBAFa complex_1252#RNA polymerase II complex, chromatin structure modifying_3065",ACTL6A
Complex_703,PC2 complex_300#SMCC complex_301#ESR1-TRAP/Mediator coactivator-complex_7581#ESR2-TRAP/Mediator coactivator complex_7582,MED20:MED24
Complex_704,PCNA-CHL12-RFC2-5 complex_2797,CHTF18:PCNA:RFC2:RFC3:RFC4:RFC5
Complex_705,PCNA-CHL12-RFC2-5 complex_2797,PCNA:RFC2:RFC3:RFC4:RFC5
Complex_706,PCNA-DNA ligase complex_295,LIG1:PCNA:POLD2:POLD3
Complex_707,PCNA-DNA polymerase delta complex_297,PCNA:POLD1:POLD2:POLD3
Complex_708,PCNA-KU antigen complex_1092,PCNA:XRCC5:XRCC6
Complex_709,PCNA-MSH2-MSH6 complex_286,MSH2:MSH6:PCNA
Complex_710,PCNA-MutS-alpha-MutL-alpha-DNA complex_376,MLH1:MSH2:MSH6:PCNA:PMS2
Complex_711,PHAX-CBC complex (cap binding complex)_1174,NCBP1:NCBP2:PHAX
Complex_712,PI4K2A-PRDX1 complex_6675,PI4K2A
Complex_713,PIP complex_2729,ILK:LIMS1:PARVA
Complex_714,"PLC-gamma-1-LAT-c-CBL complex, OKT3 stimulated_2956",CBL
Complex_715,PLC-gamma-1-SLP-76-SOS1-LAT complex_2547,PLCG1
Complex_716,PLEKHM2-KIF5B complex_5401,KIF5B:PLEKHM2
Complex_717,PLOD2-FKBP10 complex_7000,FKBP10:PLOD2
Complex_718,POSH-AKT2 complex_3138,AKT2
Complex_719,PP2A A/C-SG2NA complex_6183,PPP2R1A:STRN3
Complex_720,PP2A-NR3A complex_7005,PPP2R1A:PPP2R2A
Complex_721,PPP1CA-PPP1R13L complex_7423,PPP1CA:PPP1R13L
Complex_722,PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex_5876,EIF4A1:PPME1:PPP2R1A
Complex_723,PRKAR2A-GSKIP-GSK3B-DNM1L complex_7130,DNM1L:GSK3B:PRKAR2A
Complex_724,"PS1-E-cadherin-catenin complex, brain_1157#DLL1-CTNNB1-CDH2 complex_6269",CDH2:CTNNB1
Complex_725,"PS1-E-cadherin-catenin complex, epithelial_1156#CTNNA1-CTNNB1-GLI3R complex_7054",CTNNA1:CTNNB1
Complex_726,PTEN-NHERF1-EGFR complex_6789,EGFR:SLC9A3R1
Complex_727,PTEN-NHERF1-EGFR complex_6789,EGFR:PTEN:SLC9A3R1
Complex_728,PXN-ITGB5-PTK2 complex_2726,ITGB5:PTK2:PXN
Complex_729,PYR complex_578,SMARCB1:SMARCC2:SMARCE1
Complex_730,PYR complex_578,SMARCB1:SMARCC2:SMARCD1:SMARCE1
Complex_731,Paf complex_1167,CDC73:CTR9:LEO1:PAF1:WDR61
Complex_732,Pard3-Cdh5-Ctnna1-Ctnnb1 complex_821#CTNNA1-CTNNB1 complex_4096,CTNNA1:CTNNB1
Complex_733,"Pax7-HMT complex_3212#PTIP-HMT complex_5195#MLL1 core complex_6457#MLL3 complex_6461#MLL4 complex_6467#NIF1-ASH2L-RBBP5-WDR5 complex_6845#WRAD  complex (WDR5, RBBP5, ASH2L, DPY30)_6849#WRA complex (WDR5, RBBP5, ASH2L)_6850#ASH2L-KDM6B-KDM6B-WDR5 complex_7367",ASH2L:WDR5
Complex_734,"Pdgfrb-S1pr1-phosphorylated p42/p44 Mapk complex, PDGF stimulated_6804",MAPK1:MAPK3
Complex_735,Pdlim1-Alpha-actinin-1 complex_6775,ACTN1:PDLIM1
Complex_736,Pdlim1-Alpha-actinin-1 complex_6775,ACTN1
Complex_737,PeBoW complex_6856,BOP1:PES1:WDR12
Complex_738,Per1-Cry1-Cry2-Nono-Wdr5 complex_5583#Per1-Nono-Wdr5 complex_5584#Per2-Nono-Wdr5 complex_5585,NONO:WDR5
Complex_739,Pericentrin-GCP complex_3714#Pericentrin-GCP complex_3715,TUBGCP2:TUBGCP3
Complex_740,Pggt1b-Fnta complex_6580,FNTA:PGGT1B
Complex_741,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R1)_3133",PIK3CA:PIK3R1
Complex_742,"Phosphatidylinositol 3-kinase (PIK3CA, PIK3R2)_2854",PIK3CA:PIK3R2
Complex_743,"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)_429",PIK3C3:PIK3R4
Complex_744,Phosphorylase kinase complex_6640,PHKA1:PHKB
Complex_745,Pigr-Vps35-Vps26a-Vps29 complex_5576,VPS26A:VPS29:VPS35
Complex_746,Plp1-Calr-Itgav complex_776,CALR
Complex_747,Podxl-Nherf2-Ezr complex_6785,PODXL:SLC9A3R2
Complex_748,"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)_1147",CPSF2:CPSF3:CSTF1:CSTF2:CSTF3:SYMPK
Complex_749,"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)_1147",CPSF1:CPSF2:CPSF3:CSTF1:CSTF2:CSTF3
Complex_750,Postsplicing complex_814,RBM8A:UPF1
Complex_751,Prefoldin complex_112,PFDN1:PFDN2:PFDN4:PFDN5:PFDN6:VBP1
Complex_752,Profilin 2 complex_2835,CYFIP1:DNM1:HSPA8:NCKAP1:ROCK2
Complex_753,Profilin 2 complex_2835,CYFIP1:DNM1:HSPA8:NCKAP1:PFN2:ROCK2
Complex_754,Prolyl 4-hydroxylase (alpha(I)-type)_472,P4HA1:P4HB
Complex_755,Prolyl 4-hydroxylase (alpha(II)-type)_473,P4HA2:P4HB
Complex_756,Propionyl-CoA carboxylase_7057,PCCA:PCCB
Complex_757,Protein phosphatase 4 complex_1245,PPP4C:PPP4R2
Complex_758,"Protein-sorting complex (Stam1, Hgs, Eps15)_169",EPS15:HGS:STAM
Complex_759,"Protein-sorting complex (Stam2, Hgs, Eps15)_168",EPS15:HGS
Complex_760,"Protein-sorting complex (Stam2, Hgs, Eps15)_168",EPS15:HGS:STAM2
Complex_761,RAB27A-SLP3-KLC1 transport complex_6307,KLC1:RAB27A
Complex_762,RAB5-RABAPTIN5\u2013RABEX5 complex_50,RAB5A:RABEP1:RABGEF1
Complex_763,RAB9-TIP47-MPRI complex_5280,IGF2R:PLIN3:RAB9A
Complex_764,RACK1-containing mRNP complex_1229,G3BP2:PABPC1:RACK1
Complex_765,RAD17-RFC complex_266#RFC complex_277#CHTF18-RFC2-5 complex_2199#RFC2-5 subcomplex_2200#CTF18-cohesion-RFC complex_2804#CTF18-cohesion-RFC-POLH complex_3070,RFC2:RFC3
Complex_766,RAD6A-KCMF1-UBR4 complex_6780,KCMF1:UBR4
Complex_767,RAF1-MAP2K1-YWHAE complex_5873#MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex_5877,MAP2K1:YWHAE
Complex_768,RAF1-PPP2-PIN1 complex_5211,PIN1:PPP2CB:PPP2R1A:PPP2R2A
Complex_769,RC complex (Replication competent complex)_1003,CCNA2:CDK2:POLA1:POLA2:RFC2:RFC3:RFC4:RFC5
Complex_770,RC complex (Replication competent complex)_1003,CDK2:POLA1:POLA2:RFC2:RFC3:RFC4
Complex_771,RC complex during G2/M-phase of cell cycle_1005,CCNA2:CCNB1:CDK1:POLA1:POLD1:RFC2:RPA1:RPA2:RPA3
Complex_772,RC complex during G2/M-phase of cell cycle_1005,CCNB1:CDK1:POLA1:POLD1:POLE:RFC2:RPA1:RPA2:RPA3:TOP1
Complex_773,RC complex during S-phase of cell cycle_1004,CCNA2:CDK2:LIG1:POLA1:POLD1:RFC2:RPA1:RPA2:RPA3
Complex_774,RC complex during S-phase of cell cycle_1004,CDK2:LIG1:POLA1:POLD1:POLE:RFC2:RPA1:RPA2:RPA3:TOP1
Complex_775,RC complex_309,POLA1:POLA2:POLD1:POLD2:PRIM1:PRIM2:RFC2:RFC3:RFC4:RFC5
